images,seg,bboxes
20180925112730_camera_frontcenter_000052461.png,20180925112730_label_frontcenter_000052461.png,20180925112730_label3D_frontcenter_000052461.txt
20180925112730_camera_frontcenter_000052520.png,20180925112730_label_frontcenter_000052520.png,20180925112730_label3D_frontcenter_000052520.txt
20180925112730_camera_frontcenter_000052523.png,20180925112730_label_frontcenter_000052523.png,20180925112730_label3D_frontcenter_000052523.txt
20180925112730_camera_frontcenter_000052675.png,20180925112730_label_frontcenter_000052675.png,20180925112730_label3D_frontcenter_000052675.txt
20180925112730_camera_frontcenter_000052889.png,20180925112730_label_frontcenter_000052889.png,20180925112730_label3D_frontcenter_000052889.txt
20180925112730_camera_frontcenter_000052928.png,20180925112730_label_frontcenter_000052928.png,20180925112730_label3D_frontcenter_000052928.txt
20180925112730_camera_frontcenter_000052930.png,20180925112730_label_frontcenter_000052930.png,20180925112730_label3D_frontcenter_000052930.txt
20180925112730_camera_frontcenter_000052965.png,20180925112730_label_frontcenter_000052965.png,20180925112730_label3D_frontcenter_000052965.txt
20180925112730_camera_frontcenter_000052967.png,20180925112730_label_frontcenter_000052967.png,20180925112730_label3D_frontcenter_000052967.txt
20180925112730_camera_frontcenter_000053001.png,20180925112730_label_frontcenter_000053001.png,20180925112730_label3D_frontcenter_000053001.txt
20180925112730_camera_frontcenter_000053008.png,20180925112730_label_frontcenter_000053008.png,20180925112730_label3D_frontcenter_000053008.txt
20180925112730_camera_frontcenter_000053174.png,20180925112730_label_frontcenter_000053174.png,20180925112730_label3D_frontcenter_000053174.txt
20180925112730_camera_frontcenter_000053463.png,20180925112730_label_frontcenter_000053463.png,20180925112730_label3D_frontcenter_000053463.txt
20180925112730_camera_frontcenter_000053677.png,20180925112730_label_frontcenter_000053677.png,20180925112730_label3D_frontcenter_000053677.txt
20180925112730_camera_frontcenter_000053759.png,20180925112730_label_frontcenter_000053759.png,20180925112730_label3D_frontcenter_000053759.txt
20180925112730_camera_frontcenter_000053917.png,20180925112730_label_frontcenter_000053917.png,20180925112730_label3D_frontcenter_000053917.txt
20180925112730_camera_frontcenter_000053993.png,20180925112730_label_frontcenter_000053993.png,20180925112730_label3D_frontcenter_000053993.txt
20180925112730_camera_frontcenter_000054295.png,20180925112730_label_frontcenter_000054295.png,20180925112730_label3D_frontcenter_000054295.txt
20180925112730_camera_frontcenter_000054307.png,20180925112730_label_frontcenter_000054307.png,20180925112730_label3D_frontcenter_000054307.txt
20180925112730_camera_frontcenter_000054372.png,20180925112730_label_frontcenter_000054372.png,20180925112730_label3D_frontcenter_000054372.txt
20180925112730_camera_frontcenter_000054527.png,20180925112730_label_frontcenter_000054527.png,20180925112730_label3D_frontcenter_000054527.txt
20180925112730_camera_frontcenter_000054631.png,20180925112730_label_frontcenter_000054631.png,20180925112730_label3D_frontcenter_000054631.txt
20180925112730_camera_frontcenter_000054886.png,20180925112730_label_frontcenter_000054886.png,20180925112730_label3D_frontcenter_000054886.txt
20180925112730_camera_frontcenter_000054919.png,20180925112730_label_frontcenter_000054919.png,20180925112730_label3D_frontcenter_000054919.txt
20180925112730_camera_frontcenter_000054935.png,20180925112730_label_frontcenter_000054935.png,20180925112730_label3D_frontcenter_000054935.txt
20180925112730_camera_frontcenter_000055088.png,20180925112730_label_frontcenter_000055088.png,20180925112730_label3D_frontcenter_000055088.txt
20180925112730_camera_frontcenter_000055092.png,20180925112730_label_frontcenter_000055092.png,20180925112730_label3D_frontcenter_000055092.txt
20180925112730_camera_frontcenter_000055344.png,20180925112730_label_frontcenter_000055344.png,20180925112730_label3D_frontcenter_000055344.txt
20180925112730_camera_frontcenter_000055345.png,20180925112730_label_frontcenter_000055345.png,20180925112730_label3D_frontcenter_000055345.txt
20180925112730_camera_frontcenter_000055355.png,20180925112730_label_frontcenter_000055355.png,20180925112730_label3D_frontcenter_000055355.txt
20180925112730_camera_frontcenter_000055382.png,20180925112730_label_frontcenter_000055382.png,20180925112730_label3D_frontcenter_000055382.txt
20180925112730_camera_frontcenter_000055501.png,20180925112730_label_frontcenter_000055501.png,20180925112730_label3D_frontcenter_000055501.txt
20180925112730_camera_frontcenter_000055866.png,20180925112730_label_frontcenter_000055866.png,20180925112730_label3D_frontcenter_000055866.txt
20180925112730_camera_frontcenter_000055889.png,20180925112730_label_frontcenter_000055889.png,20180925112730_label3D_frontcenter_000055889.txt
20180925112730_camera_frontcenter_000056054.png,20180925112730_label_frontcenter_000056054.png,20180925112730_label3D_frontcenter_000056054.txt
20180925112730_camera_frontcenter_000056075.png,20180925112730_label_frontcenter_000056075.png,20180925112730_label3D_frontcenter_000056075.txt
20180925112730_camera_frontcenter_000056090.png,20180925112730_label_frontcenter_000056090.png,20180925112730_label3D_frontcenter_000056090.txt
20180925112730_camera_frontcenter_000056263.png,20180925112730_label_frontcenter_000056263.png,20180925112730_label3D_frontcenter_000056263.txt
20180925112730_camera_frontcenter_000056284.png,20180925112730_label_frontcenter_000056284.png,20180925112730_label3D_frontcenter_000056284.txt
20180925112730_camera_frontcenter_000056336.png,20180925112730_label_frontcenter_000056336.png,20180925112730_label3D_frontcenter_000056336.txt
20180925112730_camera_frontcenter_000056474.png,20180925112730_label_frontcenter_000056474.png,20180925112730_label3D_frontcenter_000056474.txt
20180925112730_camera_frontcenter_000056493.png,20180925112730_label_frontcenter_000056493.png,20180925112730_label3D_frontcenter_000056493.txt
20180925112730_camera_frontcenter_000056809.png,20180925112730_label_frontcenter_000056809.png,20180925112730_label3D_frontcenter_000056809.txt
20180925112730_camera_frontcenter_000056871.png,20180925112730_label_frontcenter_000056871.png,20180925112730_label3D_frontcenter_000056871.txt
20180925112730_camera_frontcenter_000056955.png,20180925112730_label_frontcenter_000056955.png,20180925112730_label3D_frontcenter_000056955.txt
20180925112730_camera_frontcenter_000057014.png,20180925112730_label_frontcenter_000057014.png,20180925112730_label3D_frontcenter_000057014.txt
20180925112730_camera_frontcenter_000057039.png,20180925112730_label_frontcenter_000057039.png,20180925112730_label3D_frontcenter_000057039.txt
20180925112730_camera_frontcenter_000057097.png,20180925112730_label_frontcenter_000057097.png,20180925112730_label3D_frontcenter_000057097.txt
20180925112730_camera_frontcenter_000057102.png,20180925112730_label_frontcenter_000057102.png,20180925112730_label3D_frontcenter_000057102.txt
20180925112730_camera_frontcenter_000057122.png,20180925112730_label_frontcenter_000057122.png,20180925112730_label3D_frontcenter_000057122.txt
20180925112730_camera_frontcenter_000057126.png,20180925112730_label_frontcenter_000057126.png,20180925112730_label3D_frontcenter_000057126.txt
20180925112730_camera_frontcenter_000057199.png,20180925112730_label_frontcenter_000057199.png,20180925112730_label3D_frontcenter_000057199.txt
20180925112730_camera_frontcenter_000057254.png,20180925112730_label_frontcenter_000057254.png,20180925112730_label3D_frontcenter_000057254.txt
20180925112730_camera_frontcenter_000057396.png,20180925112730_label_frontcenter_000057396.png,20180925112730_label3D_frontcenter_000057396.txt
20180925112730_camera_frontcenter_000057401.png,20180925112730_label_frontcenter_000057401.png,20180925112730_label3D_frontcenter_000057401.txt
20180925112730_camera_frontcenter_000057604.png,20180925112730_label_frontcenter_000057604.png,20180925112730_label3D_frontcenter_000057604.txt
20180925112730_camera_frontcenter_000057608.png,20180925112730_label_frontcenter_000057608.png,20180925112730_label3D_frontcenter_000057608.txt
20180925112730_camera_frontcenter_000057646.png,20180925112730_label_frontcenter_000057646.png,20180925112730_label3D_frontcenter_000057646.txt
20180925112730_camera_frontcenter_000057660.png,20180925112730_label_frontcenter_000057660.png,20180925112730_label3D_frontcenter_000057660.txt
20180925112730_camera_frontcenter_000057778.png,20180925112730_label_frontcenter_000057778.png,20180925112730_label3D_frontcenter_000057778.txt
20180925112730_camera_frontcenter_000058014.png,20180925112730_label_frontcenter_000058014.png,20180925112730_label3D_frontcenter_000058014.txt
20180925112730_camera_frontcenter_000058185.png,20180925112730_label_frontcenter_000058185.png,20180925112730_label3D_frontcenter_000058185.txt
20180925112730_camera_frontcenter_000058313.png,20180925112730_label_frontcenter_000058313.png,20180925112730_label3D_frontcenter_000058313.txt
20180925112730_camera_frontcenter_000058350.png,20180925112730_label_frontcenter_000058350.png,20180925112730_label3D_frontcenter_000058350.txt
20180925112730_camera_frontcenter_000058388.png,20180925112730_label_frontcenter_000058388.png,20180925112730_label3D_frontcenter_000058388.txt
20180925112730_camera_frontcenter_000058410.png,20180925112730_label_frontcenter_000058410.png,20180925112730_label3D_frontcenter_000058410.txt
20180925112730_camera_frontcenter_000058559.png,20180925112730_label_frontcenter_000058559.png,20180925112730_label3D_frontcenter_000058559.txt
20180925112730_camera_frontcenter_000058599.png,20180925112730_label_frontcenter_000058599.png,20180925112730_label3D_frontcenter_000058599.txt
20180925112730_camera_frontcenter_000058627.png,20180925112730_label_frontcenter_000058627.png,20180925112730_label3D_frontcenter_000058627.txt
20180925112730_camera_frontcenter_000058646.png,20180925112730_label_frontcenter_000058646.png,20180925112730_label3D_frontcenter_000058646.txt
20180925112730_camera_frontcenter_000058762.png,20180925112730_label_frontcenter_000058762.png,20180925112730_label3D_frontcenter_000058762.txt
20180925112730_camera_frontcenter_000058847.png,20180925112730_label_frontcenter_000058847.png,20180925112730_label3D_frontcenter_000058847.txt
20180925112730_camera_frontcenter_000058958.png,20180925112730_label_frontcenter_000058958.png,20180925112730_label3D_frontcenter_000058958.txt
20180925112730_camera_frontcenter_000059030.png,20180925112730_label_frontcenter_000059030.png,20180925112730_label3D_frontcenter_000059030.txt
20180925112730_camera_frontcenter_000059267.png,20180925112730_label_frontcenter_000059267.png,20180925112730_label3D_frontcenter_000059267.txt
20180925112730_camera_frontcenter_000059387.png,20180925112730_label_frontcenter_000059387.png,20180925112730_label3D_frontcenter_000059387.txt
20180925112730_camera_frontcenter_000059392.png,20180925112730_label_frontcenter_000059392.png,20180925112730_label3D_frontcenter_000059392.txt
20180925112730_camera_frontcenter_000060354.png,20180925112730_label_frontcenter_000060354.png,20180925112730_label3D_frontcenter_000060354.txt
20180925112730_camera_frontcenter_000060385.png,20180925112730_label_frontcenter_000060385.png,20180925112730_label3D_frontcenter_000060385.txt
20180925112730_camera_frontcenter_000060496.png,20180925112730_label_frontcenter_000060496.png,20180925112730_label3D_frontcenter_000060496.txt
20180925112730_camera_frontcenter_000060570.png,20180925112730_label_frontcenter_000060570.png,20180925112730_label3D_frontcenter_000060570.txt
20180925112730_camera_frontcenter_000060759.png,20180925112730_label_frontcenter_000060759.png,20180925112730_label3D_frontcenter_000060759.txt
20180925112730_camera_frontcenter_000060791.png,20180925112730_label_frontcenter_000060791.png,20180925112730_label3D_frontcenter_000060791.txt
20180925112730_camera_frontcenter_000060851.png,20180925112730_label_frontcenter_000060851.png,20180925112730_label3D_frontcenter_000060851.txt
20180925112730_camera_frontcenter_000060863.png,20180925112730_label_frontcenter_000060863.png,20180925112730_label3D_frontcenter_000060863.txt
20180925112730_camera_frontcenter_000060878.png,20180925112730_label_frontcenter_000060878.png,20180925112730_label3D_frontcenter_000060878.txt
20180925112730_camera_frontcenter_000061154.png,20180925112730_label_frontcenter_000061154.png,20180925112730_label3D_frontcenter_000061154.txt
20180925112730_camera_frontcenter_000061337.png,20180925112730_label_frontcenter_000061337.png,20180925112730_label3D_frontcenter_000061337.txt
20180925112730_camera_frontcenter_000061364.png,20180925112730_label_frontcenter_000061364.png,20180925112730_label3D_frontcenter_000061364.txt
20180925112730_camera_frontcenter_000061453.png,20180925112730_label_frontcenter_000061453.png,20180925112730_label3D_frontcenter_000061453.txt
20180925112730_camera_frontcenter_000061519.png,20180925112730_label_frontcenter_000061519.png,20180925112730_label3D_frontcenter_000061519.txt
20180925112730_camera_frontcenter_000061579.png,20180925112730_label_frontcenter_000061579.png,20180925112730_label3D_frontcenter_000061579.txt
20180925112730_camera_frontcenter_000061681.png,20180925112730_label_frontcenter_000061681.png,20180925112730_label3D_frontcenter_000061681.txt
20180925112730_camera_frontcenter_000061688.png,20180925112730_label_frontcenter_000061688.png,20180925112730_label3D_frontcenter_000061688.txt
20180925112730_camera_frontcenter_000061697.png,20180925112730_label_frontcenter_000061697.png,20180925112730_label3D_frontcenter_000061697.txt
20180925112730_camera_frontcenter_000061715.png,20180925112730_label_frontcenter_000061715.png,20180925112730_label3D_frontcenter_000061715.txt
20180925112730_camera_frontcenter_000062772.png,20180925112730_label_frontcenter_000062772.png,20180925112730_label3D_frontcenter_000062772.txt
20180925112730_camera_frontcenter_000062857.png,20180925112730_label_frontcenter_000062857.png,20180925112730_label3D_frontcenter_000062857.txt
20180925112730_camera_frontcenter_000062936.png,20180925112730_label_frontcenter_000062936.png,20180925112730_label3D_frontcenter_000062936.txt
20180925112730_camera_frontcenter_000063051.png,20180925112730_label_frontcenter_000063051.png,20180925112730_label3D_frontcenter_000063051.txt
20180925112730_camera_frontcenter_000063102.png,20180925112730_label_frontcenter_000063102.png,20180925112730_label3D_frontcenter_000063102.txt
20180925112730_camera_frontcenter_000063262.png,20180925112730_label_frontcenter_000063262.png,20180925112730_label3D_frontcenter_000063262.txt
20180925112730_camera_frontcenter_000063407.png,20180925112730_label_frontcenter_000063407.png,20180925112730_label3D_frontcenter_000063407.txt
20180925112730_camera_frontcenter_000063455.png,20180925112730_label_frontcenter_000063455.png,20180925112730_label3D_frontcenter_000063455.txt
20180925112730_camera_frontcenter_000063616.png,20180925112730_label_frontcenter_000063616.png,20180925112730_label3D_frontcenter_000063616.txt
20180925112730_camera_frontcenter_000063635.png,20180925112730_label_frontcenter_000063635.png,20180925112730_label3D_frontcenter_000063635.txt
20180925112730_camera_frontcenter_000063658.png,20180925112730_label_frontcenter_000063658.png,20180925112730_label3D_frontcenter_000063658.txt
20180925112730_camera_frontcenter_000063700.png,20180925112730_label_frontcenter_000063700.png,20180925112730_label3D_frontcenter_000063700.txt
20180925112730_camera_frontcenter_000063736.png,20180925112730_label_frontcenter_000063736.png,20180925112730_label3D_frontcenter_000063736.txt
20180925112730_camera_frontcenter_000063873.png,20180925112730_label_frontcenter_000063873.png,20180925112730_label3D_frontcenter_000063873.txt
20180925112730_camera_frontcenter_000064010.png,20180925112730_label_frontcenter_000064010.png,20180925112730_label3D_frontcenter_000064010.txt
20180925112730_camera_frontcenter_000064107.png,20180925112730_label_frontcenter_000064107.png,20180925112730_label3D_frontcenter_000064107.txt
20180925112730_camera_frontcenter_000064163.png,20180925112730_label_frontcenter_000064163.png,20180925112730_label3D_frontcenter_000064163.txt
20180925112730_camera_frontcenter_000064471.png,20180925112730_label_frontcenter_000064471.png,20180925112730_label3D_frontcenter_000064471.txt
20180925112730_camera_frontcenter_000064497.png,20180925112730_label_frontcenter_000064497.png,20180925112730_label3D_frontcenter_000064497.txt
20180925112730_camera_frontcenter_000064519.png,20180925112730_label_frontcenter_000064519.png,20180925112730_label3D_frontcenter_000064519.txt
20180925112730_camera_frontcenter_000065623.png,20180925112730_label_frontcenter_000065623.png,20180925112730_label3D_frontcenter_000065623.txt
20180925112730_camera_frontcenter_000065689.png,20180925112730_label_frontcenter_000065689.png,20180925112730_label3D_frontcenter_000065689.txt
20180925112730_camera_frontcenter_000065786.png,20180925112730_label_frontcenter_000065786.png,20180925112730_label3D_frontcenter_000065786.txt
20180925112730_camera_frontcenter_000065848.png,20180925112730_label_frontcenter_000065848.png,20180925112730_label3D_frontcenter_000065848.txt
20180925112730_camera_frontcenter_000065849.png,20180925112730_label_frontcenter_000065849.png,20180925112730_label3D_frontcenter_000065849.txt
20180925112730_camera_frontcenter_000066074.png,20180925112730_label_frontcenter_000066074.png,20180925112730_label3D_frontcenter_000066074.txt
20180925112730_camera_frontcenter_000066126.png,20180925112730_label_frontcenter_000066126.png,20180925112730_label3D_frontcenter_000066126.txt
20180925112730_camera_frontcenter_000066191.png,20180925112730_label_frontcenter_000066191.png,20180925112730_label3D_frontcenter_000066191.txt
20180925112730_camera_frontcenter_000066418.png,20180925112730_label_frontcenter_000066418.png,20180925112730_label3D_frontcenter_000066418.txt
20180925112730_camera_frontcenter_000066486.png,20180925112730_label_frontcenter_000066486.png,20180925112730_label3D_frontcenter_000066486.txt
20180925112730_camera_frontcenter_000066493.png,20180925112730_label_frontcenter_000066493.png,20180925112730_label3D_frontcenter_000066493.txt
20180925112730_camera_frontcenter_000066595.png,20180925112730_label_frontcenter_000066595.png,20180925112730_label3D_frontcenter_000066595.txt
20180925112730_camera_frontcenter_000067005.png,20180925112730_label_frontcenter_000067005.png,20180925112730_label3D_frontcenter_000067005.txt
20180925112730_camera_frontcenter_000067117.png,20180925112730_label_frontcenter_000067117.png,20180925112730_label3D_frontcenter_000067117.txt
20180925112730_camera_frontcenter_000067317.png,20180925112730_label_frontcenter_000067317.png,20180925112730_label3D_frontcenter_000067317.txt
20180925112730_camera_frontcenter_000067499.png,20180925112730_label_frontcenter_000067499.png,20180925112730_label3D_frontcenter_000067499.txt
20180925112730_camera_frontcenter_000067518.png,20180925112730_label_frontcenter_000067518.png,20180925112730_label3D_frontcenter_000067518.txt
20180925112730_camera_frontcenter_000067528.png,20180925112730_label_frontcenter_000067528.png,20180925112730_label3D_frontcenter_000067528.txt
20180925112730_camera_frontcenter_000067576.png,20180925112730_label_frontcenter_000067576.png,20180925112730_label3D_frontcenter_000067576.txt
20180925112730_camera_frontcenter_000067595.png,20180925112730_label_frontcenter_000067595.png,20180925112730_label3D_frontcenter_000067595.txt
20180925112730_camera_frontcenter_000067822.png,20180925112730_label_frontcenter_000067822.png,20180925112730_label3D_frontcenter_000067822.txt
20180925112730_camera_frontcenter_000067853.png,20180925112730_label_frontcenter_000067853.png,20180925112730_label3D_frontcenter_000067853.txt
20180925112730_camera_frontcenter_000067883.png,20180925112730_label_frontcenter_000067883.png,20180925112730_label3D_frontcenter_000067883.txt
20180925112730_camera_frontcenter_000068181.png,20180925112730_label_frontcenter_000068181.png,20180925112730_label3D_frontcenter_000068181.txt
20180925112730_camera_frontcenter_000068409.png,20180925112730_label_frontcenter_000068409.png,20180925112730_label3D_frontcenter_000068409.txt
20180925112730_camera_frontcenter_000068439.png,20180925112730_label_frontcenter_000068439.png,20180925112730_label3D_frontcenter_000068439.txt
20180925112730_camera_frontcenter_000068470.png,20180925112730_label_frontcenter_000068470.png,20180925112730_label3D_frontcenter_000068470.txt
20180925112730_camera_frontcenter_000068609.png,20180925112730_label_frontcenter_000068609.png,20180925112730_label3D_frontcenter_000068609.txt
20180925112730_camera_frontcenter_000068731.png,20180925112730_label_frontcenter_000068731.png,20180925112730_label3D_frontcenter_000068731.txt
20180925112730_camera_frontcenter_000068760.png,20180925112730_label_frontcenter_000068760.png,20180925112730_label3D_frontcenter_000068760.txt
20180925112730_camera_frontcenter_000068832.png,20180925112730_label_frontcenter_000068832.png,20180925112730_label3D_frontcenter_000068832.txt
20180925112730_camera_frontcenter_000068875.png,20180925112730_label_frontcenter_000068875.png,20180925112730_label3D_frontcenter_000068875.txt
20180925112730_camera_frontcenter_000068944.png,20180925112730_label_frontcenter_000068944.png,20180925112730_label3D_frontcenter_000068944.txt
20180925112730_camera_frontcenter_000069206.png,20180925112730_label_frontcenter_000069206.png,20180925112730_label3D_frontcenter_000069206.txt
20180925112730_camera_frontcenter_000069271.png,20180925112730_label_frontcenter_000069271.png,20180925112730_label3D_frontcenter_000069271.txt
20180925112730_camera_frontcenter_000069373.png,20180925112730_label_frontcenter_000069373.png,20180925112730_label3D_frontcenter_000069373.txt
20180925112730_camera_frontcenter_000069790.png,20180925112730_label_frontcenter_000069790.png,20180925112730_label3D_frontcenter_000069790.txt
20180925112730_camera_frontcenter_000069800.png,20180925112730_label_frontcenter_000069800.png,20180925112730_label3D_frontcenter_000069800.txt
20180925112730_camera_frontcenter_000069965.png,20180925112730_label_frontcenter_000069965.png,20180925112730_label3D_frontcenter_000069965.txt
20180925112730_camera_frontcenter_000070101.png,20180925112730_label_frontcenter_000070101.png,20180925112730_label3D_frontcenter_000070101.txt
20180925112730_camera_frontcenter_000070173.png,20180925112730_label_frontcenter_000070173.png,20180925112730_label3D_frontcenter_000070173.txt
20180925112730_camera_frontcenter_000070654.png,20180925112730_label_frontcenter_000070654.png,20180925112730_label3D_frontcenter_000070654.txt
20180925112730_camera_frontcenter_000070673.png,20180925112730_label_frontcenter_000070673.png,20180925112730_label3D_frontcenter_000070673.txt
20180925112730_camera_frontcenter_000070674.png,20180925112730_label_frontcenter_000070674.png,20180925112730_label3D_frontcenter_000070674.txt
20180925112730_camera_frontcenter_000070719.png,20180925112730_label_frontcenter_000070719.png,20180925112730_label3D_frontcenter_000070719.txt
20180925112730_camera_frontcenter_000070726.png,20180925112730_label_frontcenter_000070726.png,20180925112730_label3D_frontcenter_000070726.txt
20180925112730_camera_frontcenter_000070756.png,20180925112730_label_frontcenter_000070756.png,20180925112730_label3D_frontcenter_000070756.txt
20180925112730_camera_frontcenter_000070781.png,20180925112730_label_frontcenter_000070781.png,20180925112730_label3D_frontcenter_000070781.txt
20180925112730_camera_frontcenter_000070784.png,20180925112730_label_frontcenter_000070784.png,20180925112730_label3D_frontcenter_000070784.txt
20180925112730_camera_frontcenter_000070893.png,20180925112730_label_frontcenter_000070893.png,20180925112730_label3D_frontcenter_000070893.txt
20180925112730_camera_frontcenter_000071435.png,20180925112730_label_frontcenter_000071435.png,20180925112730_label3D_frontcenter_000071435.txt
20180925112730_camera_frontcenter_000071541.png,20180925112730_label_frontcenter_000071541.png,20180925112730_label3D_frontcenter_000071541.txt
20180925112730_camera_frontcenter_000071566.png,20180925112730_label_frontcenter_000071566.png,20180925112730_label3D_frontcenter_000071566.txt
20180925112730_camera_frontcenter_000071624.png,20180925112730_label_frontcenter_000071624.png,20180925112730_label3D_frontcenter_000071624.txt
20180925112730_camera_frontcenter_000071911.png,20180925112730_label_frontcenter_000071911.png,20180925112730_label3D_frontcenter_000071911.txt
20180925112730_camera_frontcenter_000071952.png,20180925112730_label_frontcenter_000071952.png,20180925112730_label3D_frontcenter_000071952.txt
20180925112730_camera_frontcenter_000072205.png,20180925112730_label_frontcenter_000072205.png,20180925112730_label3D_frontcenter_000072205.txt
20180925112730_camera_frontcenter_000072566.png,20180925112730_label_frontcenter_000072566.png,20180925112730_label3D_frontcenter_000072566.txt
20180925112730_camera_frontcenter_000072704.png,20180925112730_label_frontcenter_000072704.png,20180925112730_label3D_frontcenter_000072704.txt
20180925112730_camera_frontcenter_000072877.png,20180925112730_label_frontcenter_000072877.png,20180925112730_label3D_frontcenter_000072877.txt
20180925112730_camera_frontcenter_000072881.png,20180925112730_label_frontcenter_000072881.png,20180925112730_label3D_frontcenter_000072881.txt
20180925112730_camera_frontcenter_000072941.png,20180925112730_label_frontcenter_000072941.png,20180925112730_label3D_frontcenter_000072941.txt
20180925112730_camera_frontcenter_000073109.png,20180925112730_label_frontcenter_000073109.png,20180925112730_label3D_frontcenter_000073109.txt
20180925112730_camera_frontcenter_000073148.png,20180925112730_label_frontcenter_000073148.png,20180925112730_label3D_frontcenter_000073148.txt
20180925112730_camera_frontcenter_000073253.png,20180925112730_label_frontcenter_000073253.png,20180925112730_label3D_frontcenter_000073253.txt
20180925112730_camera_frontcenter_000073387.png,20180925112730_label_frontcenter_000073387.png,20180925112730_label3D_frontcenter_000073387.txt
20180925112730_camera_frontcenter_000073536.png,20180925112730_label_frontcenter_000073536.png,20180925112730_label3D_frontcenter_000073536.txt
20180925112730_camera_frontcenter_000073590.png,20180925112730_label_frontcenter_000073590.png,20180925112730_label3D_frontcenter_000073590.txt
20180925112730_camera_frontcenter_000073811.png,20180925112730_label_frontcenter_000073811.png,20180925112730_label3D_frontcenter_000073811.txt
20180925112730_camera_frontcenter_000073836.png,20180925112730_label_frontcenter_000073836.png,20180925112730_label3D_frontcenter_000073836.txt
20180925112730_camera_frontcenter_000073846.png,20180925112730_label_frontcenter_000073846.png,20180925112730_label3D_frontcenter_000073846.txt
20180925112730_camera_frontcenter_000073879.png,20180925112730_label_frontcenter_000073879.png,20180925112730_label3D_frontcenter_000073879.txt
20180925112730_camera_frontcenter_000073934.png,20180925112730_label_frontcenter_000073934.png,20180925112730_label3D_frontcenter_000073934.txt
20180925112730_camera_frontcenter_000074067.png,20180925112730_label_frontcenter_000074067.png,20180925112730_label3D_frontcenter_000074067.txt
20180925112730_camera_frontcenter_000074086.png,20180925112730_label_frontcenter_000074086.png,20180925112730_label3D_frontcenter_000074086.txt
20180925112730_camera_frontcenter_000074179.png,20180925112730_label_frontcenter_000074179.png,20180925112730_label3D_frontcenter_000074179.txt
20180925112730_camera_frontcenter_000074194.png,20180925112730_label_frontcenter_000074194.png,20180925112730_label3D_frontcenter_000074194.txt
20180925112730_camera_frontcenter_000074306.png,20180925112730_label_frontcenter_000074306.png,20180925112730_label3D_frontcenter_000074306.txt
20180925112730_camera_frontcenter_000074429.png,20180925112730_label_frontcenter_000074429.png,20180925112730_label3D_frontcenter_000074429.txt
20180925112730_camera_frontcenter_000074582.png,20180925112730_label_frontcenter_000074582.png,20180925112730_label3D_frontcenter_000074582.txt
20180925112730_camera_frontcenter_000074720.png,20180925112730_label_frontcenter_000074720.png,20180925112730_label3D_frontcenter_000074720.txt
20180925112730_camera_frontcenter_000074771.png,20180925112730_label_frontcenter_000074771.png,20180925112730_label3D_frontcenter_000074771.txt
20180925112730_camera_frontcenter_000074804.png,20180925112730_label_frontcenter_000074804.png,20180925112730_label3D_frontcenter_000074804.txt
20180925112730_camera_frontcenter_000074831.png,20180925112730_label_frontcenter_000074831.png,20180925112730_label3D_frontcenter_000074831.txt
20180925112730_camera_frontcenter_000074834.png,20180925112730_label_frontcenter_000074834.png,20180925112730_label3D_frontcenter_000074834.txt
20180925112730_camera_frontcenter_000075121.png,20180925112730_label_frontcenter_000075121.png,20180925112730_label3D_frontcenter_000075121.txt
20180925112730_camera_frontcenter_000075391.png,20180925112730_label_frontcenter_000075391.png,20180925112730_label3D_frontcenter_000075391.txt
20180925112730_camera_frontcenter_000075578.png,20180925112730_label_frontcenter_000075578.png,20180925112730_label3D_frontcenter_000075578.txt
20180925112730_camera_frontcenter_000075609.png,20180925112730_label_frontcenter_000075609.png,20180925112730_label3D_frontcenter_000075609.txt
20180925112730_camera_frontcenter_000075756.png,20180925112730_label_frontcenter_000075756.png,20180925112730_label3D_frontcenter_000075756.txt
20180925112730_camera_frontcenter_000075803.png,20180925112730_label_frontcenter_000075803.png,20180925112730_label3D_frontcenter_000075803.txt
20180925112730_camera_frontcenter_000075897.png,20180925112730_label_frontcenter_000075897.png,20180925112730_label3D_frontcenter_000075897.txt
20180925112730_camera_frontcenter_000076013.png,20180925112730_label_frontcenter_000076013.png,20180925112730_label3D_frontcenter_000076013.txt
20180925112730_camera_frontcenter_000076185.png,20180925112730_label_frontcenter_000076185.png,20180925112730_label3D_frontcenter_000076185.txt
20180925112730_camera_frontcenter_000076255.png,20180925112730_label_frontcenter_000076255.png,20180925112730_label3D_frontcenter_000076255.txt
20180925112730_camera_frontcenter_000076334.png,20180925112730_label_frontcenter_000076334.png,20180925112730_label3D_frontcenter_000076334.txt
20180925112730_camera_frontcenter_000076338.png,20180925112730_label_frontcenter_000076338.png,20180925112730_label3D_frontcenter_000076338.txt
20180925112730_camera_frontcenter_000076574.png,20180925112730_label_frontcenter_000076574.png,20180925112730_label3D_frontcenter_000076574.txt
20180925112730_camera_frontcenter_000076592.png,20180925112730_label_frontcenter_000076592.png,20180925112730_label3D_frontcenter_000076592.txt
20180925112730_camera_frontcenter_000076607.png,20180925112730_label_frontcenter_000076607.png,20180925112730_label3D_frontcenter_000076607.txt
20180925112730_camera_frontcenter_000076614.png,20180925112730_label_frontcenter_000076614.png,20180925112730_label3D_frontcenter_000076614.txt
20180925112730_camera_frontcenter_000076657.png,20180925112730_label_frontcenter_000076657.png,20180925112730_label3D_frontcenter_000076657.txt
